scenario,mode,seed,steps,topology,energy_family,size,coupling_count,initial_curvature_min,initial_curvature_max,initial_curvature_ratio,noise_magnitude,noise_cost_samples,accepted_steps,rejected_steps,acceptance_rate,delta_f90_steps,energy_initial,energy_final,energy_drop,noise_curvature_cost,noise_curvature_cost_draws,wall_time_sec
ill_conditioned_ring,orthogonal,3,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,75,5,0.9375,15,2.3816424739320716,0.10834717111704467,2.273295302815027,0.0015227724593373118,0.00090540478960263854;0.0017614969056158978;0.0014493965953297258;0.0023581916202049082;0.0013498890511084039;0.0028898959482560648;0.0014321569931649838;0.0010868355396320237;0.0013549393369597447;0.00087087109232161851;0.0010584322785036448;0.00091930341686534032;0.0010140870624960111;0.0012038529373299043;0.0012882681396172481;0.0018492188337460643;0.0017170633796390741;0.0010515058077765419;0.001645370562029467;0.0015774910167972182;0.0021264565604371313;0.0011731247418867732;0.0029802933931310643;0.00079262097852790168;0.001899248192567603;0.00091069043151533098;0.0012655385507138437;0.0014211843751101981;0.0026593082684728867;0.0010547252597315759;0.0022413809866435978;0.0014204756530595501,0.08833669987507164
ill_conditioned_ring,orthogonal,4,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,66,14,0.825,14,3.2028918318798936,0.14163911955817046,3.061252712321723,0.0015195293655641568,0.0012751122064302949;0.00091178692142672999;0.001518857633867326;0.0012757616271627506;0.0020834817891111903;0.0016256352200481753;0.00076463083527379011;0.0011262441131528174;0.00069210666206157359;0.0017527811219174934;0.0017468069040194457;0.0019288226939383132;0.0016219578766050393;0.001595939026327708;0.0018972139669461278;0.0031617978906866139;0.0018042026575440175;0.0019431449950758155;0.0021001358736077941;0.0011094813664640326;0.0013214113916532391;0.0010384504936339183;0.00085450327723142938;0.0017533264237879738;0.0012966194090454812;0.001634307024558732;0.0019582030221935781;0.0012748086785869543;0.0017367601475536084;0.0012193876534205609;0.00060042718483509173;0.0020008336098853992,0.0866107998881489
ill_conditioned_ring,orthogonal,5,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,74,6,0.925,14,5.638228584826222,0.09565795741834375,5.542570627407878,0.001343799356779825,0.0016405515476948032;0.0012174930242504379;0.0013155961983280385;0.0010400774977414465;0.00086577522640225051;0.0012604711567972607;0.0021309950204581158;0.0013867057000050695;0.00091652196428594884;0.0012833795733307449;0.001278365950747525;0.0015089793857022439;0.0019578221476992332;0.00123466489572813;0.00081013248908266421;0.0010104597062928896;0.0018102112769285503;0.0020498101938145833;0.0012880318622972421;0.0011754448928429726;0.0011024778470022044;0.0010931063604902413;0.0012597198715520383;0.0018298608722507248;0.0011778134707228298;0.0016966506142813589;0.0019426812573226932;0.0010759449158481782;0.00098826027520941486;0.0010774704891569906;0.0016511293385417032;0.0009249743941458716,0.09059219993650913
ill_conditioned_ring,orthogonal,6,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,71,9,0.8875,14,4.266104288922381,0.10736694401138248,4.158737344910998,0.0013431975683078586,0.0023795193471200988;0.0011913837293688961;0.0012799556249674564;0.0017782341166245944;0.0016194992555333249;0.0011851376498341387;0.0012708185566436445;0.00094654960924098262;0.0012417207925231408;0.0017221640195968235;0.0015269743378030208;0.0010386211294693927;0.0014099756446792964;0.00071001353289331629;0.0014199359876303653;0.0010345193673212938;0.0014649719189902858;0.0013111039356220053;0.0015718232611092084;0.0013596282959644997;0.001467231460408178;0.0013052116903987639;0.0017942945705088724;0.00083046198126137088;0.0013654012852567234;0.0017466138429089156;0.0016690081745867451;0.00096194782327206207;0.00087176602539849565;0.0015300140564091487;0.0010189995875204618;0.00095882157498595392,0.10114729986526072
ill_conditioned_ring,orthogonal,7,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,66,14,0.825,14,2.2336275421057676,0.07779336886161663,2.155834173244151,0.0014137949361575036,0.001311149662132626;0.0030761720985824827;0.0015739237487527274;0.0010693934434540201;0.001363649136106385;0.00073580318598899562;0.0010682731559245144;0.0021622045131222799;0.001144318769364063;0.00088087862224821105;0.0020909902170680068;0.0020583575089113599;0.00097428451191307482;0.0024864282387726884;0.0012167584041045234;0.0020894382273563147;0.0017956170749797609;0.00075045619739742202;0.0011116863995993247;0.00075339716669990361;0.0010094440196454781;0.0016648529192831154;0.0016469997312078344;0.00084459932888958204;0.0019185879713748985;0.0012114776823329474;0.00099447595378104707;0.00085722939375949012;0.0017675197377241027;0.0011948255574695367;0.00084084167976577334;0.0015774036993276238,0.09065200015902519
ill_conditioned_ring,orthogonal,8,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,74,6,0.925,15,3.5877214903123136,0.07538602953970515,3.5123354607726083,0.0013838074221689807,0.0024517594705037605;0.00037561941405274174;0.0012524049724105184;0.00084201718406911685;0.0026489463046156909;0.0013690317931205817;0.00098377239492377852;0.0011520349248424185;0.0012262366916585337;0.0015438842226619643;0.0013274140596426815;0.0014781742204205623;0.0012379389177385493;0.00056998373258835134;0.0015896431335570733;0.0018939884261078887;0.0013064588678089234;0.0022914128485046772;0.00059410606311998001;0.0016570853751313309;0.0020024006782758501;0.0015508759321503315;0.0011404837232561207;0.0013733454673050538;0.0021870122397247074;0.0011764628952549234;0.00076786117809236865;0.0013417198205879454;0.00099380041792881003;0.0018210952184465287;0.00083163780681534563;0.0013032291140902669,0.08568169991485775
ill_conditioned_ring,orthogonal,9,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,70,10,0.875,15,5.349440741726549,0.07916919192824012,5.270271549798309,0.001585923537041055,0.00080856608415178324;0.00080919177740733904;0.0019445033076499886;0.0018558011404973371;0.0034470551998969368;0.00078911727787957426;0.0013441938486539041;0.0010653812470460208;0.00089291885302850518;0.0024109847274043431;0.0014023189977535671;0.0014797175380456629;0.0012618638624104228;0.0022162635088899601;0.0018059017599413268;0.0014204422809330993;0.0013009662607060923;0.0023799412691817043;0.00076345166153397143;0.0020477134160302498;0.00271317495978887;0.0009217561667322732;0.0010930111005191155;0.00065894164203788848;0.0014556976058944003;0.0028871652249527727;0.0018214669452108359;0.00086880516691258342;0.0018546899081272831;0.00099074154819302077;0.0012457147789369644;0.0027920941189659627,0.0981139000505209
ill_conditioned_ring,orthogonal,10,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,74,6,0.925,14,10.39835899050893,0.15841513461625398,10.239943855892676,0.0013905915537165366,0.0012211687699639668;0.0011331038659013338;0.0011881670405709337;0.0011193782104460712;0.0014859189715878257;0.0015745286500066934;0.00074376212753471155;0.0012583451342340598;0.0011639623819928702;0.0010837225989460434;0.0016564751615494805;0.00091152414683925835;0.001905042674280236;0.00076685249829363394;0.0015413390453568718;0.00084329085995690583;0.0020751940256835116;0.001922814367005045;0.0011863708875605773;0.0011244306486957636;0.0012318794503663566;0.0012009831595860589;0.0015783101750650717;0.00073327693611684641;0.0024617966794931831;0.0016171454376665293;0.0013865581088800738;0.0025706749514606865;0.0022898032571339062;0.0010564221522654056;0.001347651292795926;0.0011190360516933383,0.09352870006114244
ill_conditioned_ring,orthogonal,11,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,74,6,0.925,14,6.870324612390671,0.12385961815441998,6.746464994236251,0.0013314623121573564,0.0012519932202520812;0.00096565942459492975;0.0020155177897786701;0.0017049517639657079;0.0010726212807473513;0.00061787602018286802;0.0017957812389039264;0.00084559492434241866;0.00044986314181323796;0.0018445055854677216;0.00091626021633152183;0.0010099030911466845;0.0015778470448699062;0.0017645062263953288;0.0010848990019918267;0.0013824590387224362;0.001351296742954131;0.0008706973959628423;0.0019727111266908889;0.00094282698170990577;0.0008919095026144947;0.0007384191855243586;0.0018982477874868945;0.0020659329478894973;0.0011935538708028708;0.0014073818098729815;0.0023077696916958346;0.00097511942500390868;0.00089136831177753957;0.0020775942024535824;0.0013383542644564554;0.0013833717326326017,0.09814619994722307
ill_conditioned_ring,orthogonal,12,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,72,8,0.9,15,5.291813916468091,0.12069056018860778,5.171123356279483,0.0015367082153510824,0.00159976406949522;0.0025680427188077355;0.0027762368334737228;0.0012419703370903962;0.0011753666076712718;0.0016760623487935551;0.00095820186119723928;0.0024280281614982063;0.00054141241566717463;0.0012409448816471402;0.0010259100105051856;0.0015039465208910485;0.0019977027465465811;0.001704987465729843;0.0011558748109708023;0.0011328789663417596;0.00074766799808189191;0.0029202445780771641;0.0022010769433263013;0.0011981495783982758;0.0029190263937449745;0.00091118046984769063;0.0022258358035920937;0.0014041879590169898;0.00056649856086755826;0.0015748880778915222;0.0015467922219354236;0.0011053377588056881;0.0011713181012796927;0.0010894336351289528;0.0017642845694866281;0.0011014094854269044,0.09283130010589957
ill_conditioned_ring,orthogonal,13,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,73,7,0.9125,15,3.0160494564554865,0.1550776548429566,2.86097180161253,0.0015101178170649331,0.0012857182464767383;0.0013272306527577862;0.0016967313942258333;0.0017839677131121388;0.0013570109788175412;0.0022522154126538344;0.0015315599320900621;0.0012125764566307605;0.0014974509816743056;0.00098332067778230379;0.0011478885207843953;0.0013008818013852774;0.000892287665352668;0.0027680050159024474;0.0012651169069455765;0.00085496488831617859;0.0017333607773971761;0.0014780529898978027;0.0022289713807534034;0.0019924180625010427;0.00093216461422424533;0.0010084228578074066;0.0026844000945447505;0.00090141092584222564;0.0013934113244133666;0.0010307456097001769;0.0013976136926168684;0.0011888856415963704;0.0015946584017302048;0.0029816369436404533;0.0012745346213697928;0.0013461549631347248,0.0940701998770237
ill_conditioned_ring,orthogonal,14,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,70,10,0.875,15,3.2024633261458653,0.052248556907541426,3.1502147692383238,0.0014631487128658079,0.0018404030271189837;0.0025490767502177845;0.0011716116803404222;0.00084757212482031185;0.001391074206841863;0.0009313776004628479;0.0010327781790863482;0.00089413455188143572;0.0014986854224813767;0.0014970336296098931;0.0012022620454214877;0.0011887365987646103;0.0010833166342850687;0.0014230600376111623;0.00087989092085304392;0.00092279193875167552;0.0012464121698985899;0.0013133343217872843;0.0013847322112895814;0.0020084829071984958;0.0013282767867882502;0.0012597639624852214;0.00092406398079537475;0.0012008826609196807;0.0013938395341225023;0.0024227412627340975;0.0025544978205700192;0.0013977199192350927;0.0020704826598383522;0.0021872500122739349;0.0019188382074071305;0.0018556350458139256,0.09346129978075624
ill_conditioned_ring,orthogonal,15,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,72,8,0.9,14,7.015513750571657,0.10955408101680682,6.90595966955485,0.0013402073393905694,0.0019244992132234694;0.0011253440295332148;0.0013238309927550462;0.0005727661740037302;0.0024250062075647019;0.00089115186699029333;0.0015042657863665596;0.0010141519873581206;0.0011645822339359894;0.00068700618791594863;0.0011146300596736021;0.0013972364578273948;0.00065245652979041948;0.00098244031892792357;0.0010544373117006142;0.0021471581014028498;0.0014686230636690636;0.001421251735068148;0.0019731823711286963;0.0011337706216363679;0.0011766690507223499;0.0019424788380573272;0.0024726453270375922;0.0013394728938033603;0.00084438627948455413;0.0014331247324096139;0.0011507764393544311;0.0012773057513892289;0.00075325128128780005;0.0008425510690817698;0.0013721345109929583;0.0023040474364050866,0.09984599985182285
ill_conditioned_ring,orthogonal,16,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,69,11,0.8625,14,5.4885823692457745,0.10719994326023716,5.381382425985537,0.0014490686240095966,0.0010678576176189458;0.0013828736230431231;0.0011598332227382106;0.0015637246176346826;0.0024577041814158821;0.0014922812854038917;0.0018454056101632043;0.0020932483110806511;0.0019805570195338537;0.0012749266397747172;0.0012985651474800364;0.001459635065486129;0.0023662118318184115;0.00093083463369897845;0.0020615927472984463;0.0015178945570568155;0.0007940279206067023;0.0015279756949027428;0.0015955814758170624;0.0015412998373257468;0.0014910598128154732;0.0011202118873507665;0.0010788456743056757;0.0020194893726079269;0.0014431118824398724;0.00084950717317956162;0.0013422857083314895;0.0015010073809380354;0.0007418854978069394;0.0009914641661314394;0.00097738789786930291;0.0014019084746323737,0.09842290007509291
ill_conditioned_ring,orthogonal,17,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,71,9,0.8875,14,4.266840378242679,0.08610452959935376,4.180735848643326,0.0012033640904297932,0.00053188910837430304;0.00097640825868129427;0.0011166299295631769;0.0013662060636738574;0.00091526378329803292;0.0010473741070727478;0.00095128440407879098;0.0013679335727052253;0.0020914438183079927;0.0014308773745724157;0.00064634598079558309;0.00080976792822906401;0.0009507215289424973;0.0010108843770653862;0.0019664354503830641;0.0015836953979719807;0.0011060906197017104;0.001541989156362244;0.001128819314499623;0.0013543809008803418;0.00095550457529890772;0.00073916579625684449;0.0012500520585470255;0.0017558642622801412;0.0014420019364749076;0.0009077967063793542;0.00079286553517721246;0.0012070837454231009;0.00086036370586658301;0.0013979812920703091;0.001386326117081527;0.0019182040877381338,0.0982322997879237
ill_conditioned_ring,orthogonal,18,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,77,3,0.9625,15,3.837313061549768,0.1099377761602925,3.7273752853894755,0.0014763918966156186,0.00072936963995787944;0.0010826118567787966;0.0025908563411523758;0.0026285675983549793;0.0022877992926745292;0.0017918011833492193;0.0011352595613487262;0.00081820344133813464;0.0018972838991314763;0.0019528515206962151;0.0010155592345998388;0.00093407660609523459;0.0011771305005873593;0.00081986688258352573;0.0021775380979252809;0.00074446964585355953;0.0024621160768822153;0.00092043518290438765;0.00086753365269688805;0.00086004778009935562;0.0013722013963910515;0.0036135732148694279;0.0020783019892830915;0.0012945903339281789;0.0013047606972057431;0.0011244860469989239;0.0014759313237098066;0.0012653470400404571;0.0016636825544956973;0.00081915707432992464;0.0011931120753237434;0.0011460189501137706,0.09338920004665852
ill_conditioned_ring,orthogonal,19,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,75,5,0.9375,14,8.238587466222686,0.09501343040511676,8.143574035817569,0.0014918753957866432,0.00070786379314829735;0.00097023561699654864;0.0020752246328141978;0.0026678692223028777;0.0010262645407291781;0.0016918272731137503;0.0025546032849385705;0.0012178635231670457;0.0012380174694623586;0.0024872007320810453;0.0026845808367267753;0.0016173614516910362;0.00082103388506530521;0.0012582173567069301;0.0010746523127673263;0.0019963835224318764;0.0010854282650433007;0.0011325602715708484;0.0014104643739064838;0.00098307174897877079;0.0016619847138714375;0.001522026884896012;0.0011731329242131224;0.00082324065454490963;0.0012677917625015509;0.0015958038864891202;0.0012053856972056422;0.0010543901156926056;0.00075494564453796415;0.0024026991303634686;0.0016563986162249555;0.0019214885209892676,0.09178979997523129
ill_conditioned_ring,orthogonal,20,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,73,7,0.9125,14,7.3368111072421085,0.08186777208650493,7.254943335155604,0.0015517752421550248,0.0010626001908329425;0.0015288322344516566;0.00082412370587200794;0.00081425242984444238;0.0020158158385751935;0.00081095811569005798;0.0015828396378148757;0.0018154133966496544;0.0014369151256530882;0.0012598216438307846;0.0025514140038876577;0.0010603692847866047;0.0021621650278395204;0.00089903863087546841;0.00085587496986003274;0.00078182156240955451;0.0013832636722786232;0.0021237339125856182;0.0020832865815974154;0.0031155607069901208;0.0010387600860452869;0.0010977231016682173;0.001990154269898005;0.00084861445684807904;0.002143365794304841;0.0026558483801696177;0.0020901003305536067;0.001588362376108329;0.0011826732801924551;0.0012256756564931462;0.0017936028155664239;0.0018338265287874619,0.08754310011863708
ill_conditioned_ring,orthogonal,21,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,74,6,0.925,15,3.439992613179251,0.14331699319406807,3.296675619985183,0.0015237367367448118,0.0015839675347312926;0.0027565942981737854;0.001490331043730518;0.0011559293580479836;0.0014388778550126768;0.00099966736988908495;0.00095742636331151774;0.0014465742931788835;0.0019170714669833279;0.0010519484713963131;0.0019325377369424203;0.0020157170962318274;0.0017552701117293239;0.0032202626083817063;0.0014685351529613146;0.0011946799861567285;0.0014135870520986839;0.0010606612618352194;0.0013661713187614155;0.0012604349822157002;0.0016364623727674499;0.0012437273515171882;0.00095353772828180494;0.0016756537041036255;0.0008777906249042266;0.0022788216683854671;0.0016721075825403386;0.0014242779418731661;0.00090583473825864573;0.0010631989166575266;0.00073849754006811833;0.0028034200447066937,0.09161920007318258
ill_conditioned_ring,orthogonal,22,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,72,8,0.9,15,6.806092921004737,0.09613225390470864,6.709960667100028,0.0013743908617640968,0.00084486004939464247;0.0012773312119879433;0.0018753171826221158;0.00059113732862782313;0.0020958209683407288;0.0012511761492570916;0.0015721722702146746;0.0021514770228012164;0.000881156213518455;0.0014414687406688516;0.0021473728932706244;0.00079782099923739116;0.0014932288085779863;0.0012240194860248087;0.00080921477671969534;0.0014547897868004249;0.0019995514422784123;0.00087701423641169856;0.0017559008588969489;0.0014106291441197869;0.0010081527084238762;0.0008968651957950843;0.0026410307309813422;0.00078071606376116224;0.00043946184858881167;0.0022632375000491683;0.0017972111292957633;0.00088510003892782027;0.0013460175010846132;0.0018623795840656389;0.00095116271259207072;0.0011577129931144244,0.09543650015257299
ill_conditioned_ring,orthogonal,23,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,71,9,0.8875,14,4.859250543502291,0.05168738223452059,4.80756316126777,0.0015254666560929574,0.0015883972587837384;0.0013972267550137621;0.0014759735984582599;0.00063010630603906439;0.0014280188796839172;0.001352738866509968;0.0013417212608347598;0.0013775768962735217;0.0013911064575824557;0.0016622451018843344;0.0024213203419534554;0.0016594480724426907;0.0024841995060025752;0.00083521586163155543;0.0014425857541678182;0.0014847944231463389;0.0015460009124433202;0.0010889825569959685;0.0021613310755705744;0.0026122217693096798;0.0023682144028908136;0.0010396329431300159;0.000958575392036405;0.0014743530425941048;0.001846364092700315;0.0008224011035664556;0.0016133183846256619;0.0016149083990855324;0.0013534678095765244;0.0010107807707171903;0.0019071039107146069;0.0014246010886092512,0.08749569999054074
ill_conditioned_ring,orthogonal,24,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,73,7,0.9125,14,5.980423732406368,0.10885560066034453,5.871568131746023,0.0014845416354860616,0.00097666661747059847;0.00211961887460574;0.00095488907026868128;0.00098158284020282132;0.0015751616886529539;0.0010122522322386154;0.0018573179344068755;0.0016796415917742385;0.001234122495866471;0.0010580942525673094;0.001975429438937052;0.0014310884104996213;0.00092202519668867547;0.0025886160779324935;0.001786212753896438;0.0012291919135919887;0.00091448904989232973;0.00075235559507318584;0.002925606278454649;0.0015760682107753981;0.00073959569785343716;0.001485282802599902;0.0011952286812902456;0.0016724700371750683;0.00074720879011516868;0.0020307458382934655;0.0011659963707679986;0.0013695779369779517;0.00088784580520662724;0.0012413818257503305;0.0022893201600983158;0.0031302478656293265,0.08406289992853999
ill_conditioned_ring,orthogonal,25,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,72,8,0.9,14,3.8545463483511195,0.11035333695609037,3.744193011395029,0.001337894803188423,0.00084024659772663425;0.0011030527002192651;0.00086824105375691782;0.0010566026371471391;0.0011643241035286917;0.0011275666788108599;0.00083612934405107064;0.0012013930514292769;0.00088612160051449937;0.0018548249635074155;0.0011448475141782567;0.0012798723196940612;0.0010889735033323608;0.0012653394068695895;0.0016515566794707052;0.0020692296751042717;0.00090369108270701624;0.0014271178641224735;0.0014789342976097247;0.0024064232342742042;0.0010369608350401841;0.0018034680433392861;0.0017972134725736722;0.0015404332397782;0.0012794505263830629;0.0021506733056099142;0.0013747058404542953;0.00084268994600968474;0.0019437338328992988;0.0012757486345308898;0.0013841293680633021;0.00072893834929331654,0.08335680002346635
ill_conditioned_ring,orthogonal,26,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,68,12,0.85,14,6.529488886997113,0.11843279926156187,6.411056087735551,0.0014867047299793224,0.0016646423466186151;0.0017673948989722795;0.0010824787579566562;0.00081475374313418742;0.0017528857297963224;0.0013284682965674899;0.0013868379175641524;0.0016159771439431931;0.00164138255793797;0.0020322855205934676;0.00079009780825435398;0.0014976637963176975;0.00089967587967492812;0.0015081310943552955;0.0014868008405921297;0.0034359092398660051;0.0008071815477095611;0.0011648259546014788;0.00092425811955682328;0.0045941888093325245;0.00093516507844262073;0.00050869292581414273;0.00084586084852082775;0.0011897139785469902;0.0028620720227178526;0.0014075252178963576;0.0020788828438704447;0.00072339000885800848;0.0012544822464508058;0.0011393893971446733;0.0015052724708579993;0.00092826431687245952,0.08638340001925826
ill_conditioned_ring,orthogonal,27,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,73,7,0.9125,14,8.610789079226134,0.10313007874674741,8.507659000479386,0.0013905783065188847,0.0014366983304714852;0.0021011462108676679;0.00083103038316748685;0.0011303368200949494;0.00080868018871479964;0.0013018871572017335;0.0013651736809859015;0.0010136073161648234;0.0018185835894735155;0.00083197371197120873;0.00099397559851633027;0.0012668974023318708;0.0010272207890328331;0.0016274442009099543;0.0013845588190954162;0.0012222723011177162;0.0017381425550533317;0.0014993325831663305;0.0020340654676808188;0.00076457496689385758;0.0027614369991754788;0.0018125014138149031;0.0018159279623719388;0.00078500771081888401;0.0006630184747449413;0.00091411794705617436;0.0018435683515881968;0.0018214475215443207;0.0018694966434590846;0.0018133861377130551;0.00069800349117571988;0.0015029910822295786,0.08732650009915233
ill_conditioned_ring,orthogonal,28,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,74,6,0.925,14,6.268747282084758,0.11927013647105233,6.149477145613705,0.0015344737840272044,0.0018574532173064322;0.0021445486011933026;0.0012723982101368147;0.002159167836967331;0.000947979402863916;0.0024933504675923382;0.0017090088647804163;0.0017331431278332047;0.0021321605538438212;0.0013878131251303047;0.0013656779477133718;0.001443434873576418;0.0024163757006816786;0.0017435723227633951;0.0013597514305515165;0.0012533387175760287;0.00198221949820659;0.00073739619950879878;0.0011312683362708943;0.0013958229129458391;0.0023652482639433623;0.0013848906140739177;0.00098211840500752549;0.0012677555642363206;0.0015145027587083321;0.0015785407087305265;0.0011101168769759159;0.0010861109442159595;0.0009128230286943428;0.0016139616177967787;0.0010090758229769777;0.0016121351360681708,0.08898200001567602
ill_conditioned_ring,orthogonal,29,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,74,6,0.925,15,4.131366031622518,0.0824279046058435,4.048938127016674,0.0013064951728577914,0.00070225837172252384;0.00065793168254537444;0.0010919348348067759;0.0016609183315491782;0.00086048849387219723;0.0011280484432696517;0.0011994569592418108;0.0015397983770525821;0.0018711697058980147;0.0014551920647713679;0.0018152440151418098;0.0022818127695118174;0.0011129401538784677;0.00097152153823392524;0.0014896273837167603;0.0010069765700013644;0.0022183631907578827;0.0010819295462679425;0.00072885389856515285;0.0012604631688846253;0.00098728267196707999;0.00054495947570801944;0.0010090258680916296;0.0016719245941648067;0.0010631287646633619;0.0021586996639077747;0.0014202636428806133;0.0013364554075982471;0.0011670967280726198;0.0010080730982991865;0.0018105114812656366;0.001495494635141132,0.08258319995366037
ill_conditioned_ring,precision_orthogonal,0,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,75,5,0.9375,14,2.5095567424878804,0.11681719040022627,2.392739552087654,0.0002399583598456283,0.00027821090905283201;0.00020067711584205171;0.0001909954414556936;0.00024157344909997891;0.00021853217414259424;0.00020654053810108104;0.00021842785799848339;0.00030344353451306242;0.00021756894907677769;0.00022361002628394934;0.0002280121461629352;0.00025225080787507156;0.00024842925565090251;0.00024012879761437333;0.00027337661437744809;0.00025549408193025608;0.0002120565479872044;0.00020442008001500552;0.00025735761969715014;0.00027684979370258425;0.00022082209429819048;0.000228947165282153;0.00023808241590195727;0.0002678964645547072;0.00025007913446770634;0.00023254392433685298;0.00024674166321339677;0.00025362673942264612;0.00019369554601217245;0.0002772188626883393;0.00026878939407703572;0.00025226837022551311,0.09694000007584691
ill_conditioned_ring,precision_orthogonal,1,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,77,3,0.9625,14,4.78115412717888,0.10037647682814964,4.680777650350731,0.00025572717237075577,0.00027520091212152856;0.00028673693023880504;0.00021725287907669341;0.00021906643170587371;0.00021443550260930166;0.00026540542110944015;0.0002850259020348445;0.00030564221231188103;0.00023413497855862556;0.00026995052279979957;0.00030801745753798943;0.00025481519441237924;0.00035686338567456148;0.00029647090918873234;0.00024538840352057863;0.00023134919008311157;0.00021871093653478269;0.00028183516316356109;0.00021702739751568064;0.00028059325179691333;0.00023547590312423731;0.00026081558196079592;0.00022129973759715008;0.00027600181990138713;0.00021418447751004121;0.00027349394731593862;0.00027582140219916654;0.00021680472113344164;0.00023346819939182382;0.00026124138507851969;0.00020579513009178748;0.00024494422856481235,0.09192560007795691
ill_conditioned_ring,precision_orthogonal,2,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,80,0,1.0,14,5.676558191424282,0.06810265858149915,5.6084555328427825,0.00021815701768192194,0.00019068134981735634;0.00017410095060624005;0.00019282595582908492;0.00020528062636077655;0.00018681437562601292;0.00021623050871072834;0.00022458640471870092;0.00025562845928860822;0.00024067934926159996;0.00020663997306470406;0.00022604665463556677;0.00023784084474124081;0.00023189410417683064;0.00023098353485383639;0.00025130710302737194;0.00019723178605872258;0.0001833399293631246;0.00022675861989400958;0.00019547976356678204;0.00029980149587170192;0.00021616157610806298;0.00021622927082504598;0.00021825343309251393;0.00021479271088972897;0.00022210604919595573;0.00022296648362034495;0.00021573790586164202;0.00023209686003063118;0.00020059235686486511;0.000181367790731035;0.0002219961548717482;0.00024457218425692865,0.0973384000826627
ill_conditioned_ring,precision_orthogonal,3,80,ring,ill_conditioned_quadratic,24,24,0.05,20.0,400.0,0.02,32,80,0,1.0,14,2.3816424739320716,0.10748056947654293,2.2741619044555286,0.0002449246317969692,0.00024187676560293394;0.00022602243765562608;0.00018770302057249195;0.00024874666677988314;0.00019045538585513107;0.00020812367858221369;0.00027423914389032166;0.00026651621153060061;0.00023067529467187106;0.00023157275436357013;0.00021588322172906682;0.00021186383618200386;0.00030904724290645196;0.00027383630133981829;0.00025486503625414065;0.0002265756802488944;0.00026542297840183613;0.00029319255123420618;0.00023893576079991226;0.00023490177191862576;0.00029070660603850454;0.00023855065040245571;0.00025925418760883558;0.00022840259197341546;0.00028635243580867986;0.00024193990670148431;0.00019406160822112208;0.0002082231590637218;0.0002830783923069689;0.00024116772153445713;0.00026464354587370741;0.00027075167145006239,0.08855840004980564
