scenario,mode,seed,steps,topology,energy_family,size,coupling_count,initial_curvature_min,initial_curvature_max,initial_curvature_ratio,noise_magnitude,noise_cost_samples,accepted_steps,rejected_steps,acceptance_rate,delta_f90_steps,energy_initial,energy_final,energy_drop,noise_curvature_cost,noise_curvature_cost_draws,wall_time_sec
mixed_gate_chain,precision_orthogonal,1,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,52,28,0.65,7,1.5778726226521356,0.05407241016567573,1.5238002124864598,0.0005036226565106111,0.00038110402870638682;0.00040604651223307407;0.00076436491344959267;0.00059357905315496936;0.00028393692973674141;0.00040398278748910419;0.00044222214453097398;0.00041092536102639007;0.00056770751139407279;0.0010938657899339068;0.00080222242263392146;0.0006202999675860608;0.00045512731594513707;0.00029809038000140045;0.0005928746877516001;0.00053880642941531902;0.00055372438019853434;0.00031166831302182734;0.00045744024072768479;0.0004382162010212738;0.00070051565407607181;0.00038209881793559435;0.00057353706927959979;0.00047183000760789013;0.00048219025342091751;0.00031158987234513761;0.0003557998644249624;0.00057170581958215034;0.00050061653919491924;0.00057457126301682475;0.00038436949220220772;0.00039089498529530772,0.07555089984089136
mixed_gate_chain,precision_orthogonal,2,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,40,40,0.5,7,1.6816686775503578,0.027524194027471586,1.6541444835228862,0.00047774240935701017,0.00080861997630176925;0.00058456091629422076;0.00043404739792181541;0.00050916474650306053;0.00030516224662838963;0.00027628743547564345;0.00030515465339798814;0.00085539535412458936;0.00030934810933936637;0.00057969697454935581;0.0004275388674356289;0.00041812845596677695;0.00061694595084403668;0.00044466449065361902;0.00064812580851447818;0.00028866113189591965;0.00051218490392686224;0.00044723102033126047;0.00028633409809570963;0.00053394416932256851;0.00058146512946633173;0.00067435324886648388;0.00067952935883891573;0.00051649835046753564;0.00047278402960410261;0.00041643803602031438;0.00030811481856784199;0.00027700881366732761;0.00051368592246251452;0.00048334686584072703;0.0003936187442519657;0.00037971707384720402,0.08896109997294843
mixed_gate_chain,precision_orthogonal,3,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,46,34,0.575,6,2.564145518915848,0.032419864133592324,2.5317256547822558,0.0004916732395331516,0.00048102358932703554;0.00075907143258964894;0.00052494183975096051;0.0004337811257082376;0.00057932532493102718;0.00045064033915635999;0.00046661318038819169;0.00042353571925281508;0.00049691635107235134;0.00053300412948330083;0.00093403138623330423;0.00039854353073974475;0.00067081206409605389;0.00063234155595476434;0.00035589738819658321;0.00038902309251275083;0.00044699111397792155;0.00037360306216921896;0.00046440145599090674;0.00029888697331249061;0.00048301789645687897;0.00046324300332547738;0.00042130747744796809;0.00043212461478089436;0.0003348427107396837;0.00033191396907962777;0.00081961255320779571;0.00076243312068253002;0.00038130209607718519;0.00038173240657686047;0.00051372260798572252;0.00029490655385656125,0.0770811999682337
mixed_gate_chain,precision_orthogonal,4,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,46,34,0.575,6,1.8393333102757679,0.04697192798392587,1.792361382291842,0.00046088851270155196,0.00034958403608986071;0.00032201324112603424;0.00044622633241899633;0.00029524430494421697;0.00052740001268164938;0.00092369419952292018;0.00037358017976649893;0.00046025102759934545;0.00027777887925851258;0.00042621211327657527;0.00032112938670758048;0.00059435276126841531;0.00029224716457804361;0.00045300283617544912;0.00048989656024731108;0.00044608340433936251;0.0004938369025216491;0.00040252916040757779;0.00048992682892088854;0.00063221782749683497;0.00053272218655794109;0.00043761101979407336;0.00037600589044454124;0.00047580223293032764;0.00044358904564880281;0.00061467268165341083;0.00043995315967039657;0.00057735523850318204;0.00077989424010621307;0.00040334942370324112;0.00025498254717126864;0.0003952875809185429,0.07488640001975
mixed_gate_chain,precision_orthogonal,5,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,49,31,0.6125,6,1.915861594661033,0.06401603149349987,1.851845563167533,0.0005378606206455545,0.00032187530921206215;0.00040422174043510723;0.00076968580844520844;0.00055669694028671239;0.00043723552667475379;0.00059800629722933771;0.00062196275566406202;0.00038460950746707314;0.00056985636552737409;0.00054482430163183308;0.00032300664740135776;0.00043621107495556702;0.00069424453820354261;0.00025017706952710697;0.0006034497149112251;0.00054124424320583944;0.00052540868035873419;0.00083434341458988963;0.00051732239387131064;0.00076130609220305054;0.00044392975874427506;0.00028486656083337951;0.00077277214595589659;0.00030274453835802328;0.00058264996809548721;0.00030009602095247106;0.00078754407689287666;0.00053531660764147401;0.00034805461574216633;0.00065114079672674906;0.00050246253584998555;0.0010042738130638085,0.07058760011568666
mixed_gate_chain,precision_orthogonal,6,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,50,30,0.625,7,1.2370981539092227,0.047107142797110015,1.1899910111121128,0.000576022034319879,0.00074183894423873037;0.00077999959120467026;0.00066394855856614563;0.00084187628299729636;0.00035794591996302023;0.00039294034187820629;0.00039352901642697972;0.00075389336323183605;0.00045506522287413451;0.00044721778424267826;0.00067906618319139671;0.00054300207001445507;0.00061407217057781512;0.00055137067671809131;0.00033224287621725984;0.00050250185330587987;0.00057449375620992381;0.00067050078627279186;0.00051057120099549556;0.00053809426432185556;0.00040171806104858499;0.00042595821526077908;0.00080024729006435353;0.00079236894239685066;0.00079369608032446668;0.00078341732307694065;0.00055398341061721024;0.00065544020684913198;0.00033507065298272711;0.00032842714773031464;0.00054765472770069111;0.00067055217673541562,0.08069039997644722
mixed_gate_chain,precision_orthogonal,7,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,41,39,0.5125,7,1.839763436613637,0.05032357627466519,1.7894398603389718,0.0005373581938317392,0.00054749381653001854;0.00054449364576496522;0.00037634113626426439;0.00056613046596966409;0.00063369638927591846;0.00050180084825798344;0.00064477277290794961;0.00057755039691250397;0.0007609501124236028;0.00047644812378477689;0.00044888151248144529;0.0011102092933161973;0.00030884184172809209;0.00037145188829904187;0.00042670687322305555;0.00042257236580866815;0.00056906904450236702;0.00050834138331905363;0.00036928785453192557;0.00048134626296748645;0.00062801704636149475;0.00031168888155610916;0.00060759434071545751;0.0003098512560103178;0.00081679472803376861;0.00071063821867543408;0.00061661836191417309;0.00061393854937508998;0.00045539393332823453;0.00048828273213762552;0.00066565684015094256;0.0003246012860880288,0.07677910011261702
mixed_gate_chain,precision_orthogonal,8,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,43,37,0.5375,6,1.5507604420342391,-0.002596863940450172,1.5533573059746892,0.0004842880036544303,0.00030349825129847343;0.00056380956210123174;0.00069184090072637737;0.00025732683535309848;0.00028005034157253101;0.00052832203538402016;0.00038597147344894529;0.00057454972375349327;0.00054540967029586445;0.00059467367484312191;0.00068079752216480111;0.00028974470838505909;0.00058437569556386512;0.00045345637815074881;0.00067853015889036115;0.000263843887610825;0.00078613514192617489;0.00050199300948731377;0.00046351785104226177;0.00037361321158789777;0.00052550695513918424;0.00028150268141440194;0.00052958948464704614;0.00067785078492798906;0.00031461679753024799;0.00029928109280290917;0.00042694368442138149;0.0002991630496844533;0.00055875015190122467;0.00076696358719918962;0.00050009967253079402;0.00051548814115648075,0.07134440005756915
mixed_gate_chain,precision_orthogonal,9,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,46,34,0.575,7,4.130241539907855,0.023615913373261216,4.106625626534594,0.00051737126379393,0.00055098648168535951;0.00040421504395212789;0.00054346144294686524;0.0006594048788211267;0.00053046030544530117;0.00031213138785233651;0.000572367344026923;0.00054528558105805731;0.00085804793695099402;0.00059142883578876303;0.00064153904511644118;0.00050279872484272918;0.00043177714178896289;0.00048878723489810723;0.00034027316492223108;0.000584244515335939;0.00057983629748465651;0.00064028534157503257;0.00071033858227446706;0.00029611967211089842;0.00038976744845231951;0.00056924308884684241;0.00034901746675378506;0.0005821785383122698;0.00028162331593283723;0.00044074831107260607;0.00078570634620389612;0.00042006349901227826;0.00034474709479062149;0.00033448339281003987;0.00054129497222808525;0.00073321800811285988,0.07495220005512238
mixed_gate_chain,precision_orthogonal,10,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,44,36,0.55,6,3.170877204691502,0.041805110434498124,3.129072094257004,0.0004893480248251008,0.00065795658345200623;0.00034338158381571406;0.00052518006791177319;0.00062272812843754848;0.00057017786738848618;0.00046391702981594604;0.00047574146459928007;0.00048430594297482358;0.00038677849681501773;0.0004238346807139024;0.00025407163440909104;0.00053847076959643377;0.00037744601844468879;0.00055469303046635089;0.00041879028985464083;0.00048517370617830917;0.00035159992676384169;0.00063660539180632051;0.00072085738720550419;0.00033328063396390924;0.0003123094197998864;0.00055775545341383485;0.00033886941209174625;0.00045789315108547374;0.00069012004082709736;0.00086755643963589422;0.00042814762551276466;0.00025717744990024367;0.00075348248743433474;0.0004941471151512708;0.00039474037586031323;0.00048194718907677641,0.06822940008714795
mixed_gate_chain,precision_orthogonal,11,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,38,42,0.475,6,1.4183380206178429,0.08904938569515015,1.3292886349226927,0.0004733348724839288,0.00058457262672647497;0.00029271846123271508;0.0005461011567650416;0.00058868324243080926;0.00046980725495073049;0.00078106298580744166;0.00049956540407536463;0.00041330831322191811;0.0005465982126129506;0.00031785671725073682;0.00032893608460768853;0.00064566012510202016;0.00057486453703136005;0.00029156516221205036;0.00031145195854328194;0.00029804315490511625;0.00031308220810603176;0.00063934248436929521;0.00043536041025083946;0.00056820168402790198;0.0004004006006312081;0.00042038265500507716;0.00029253550210556146;0.00035191709943093054;0.00057581683354444781;0.00064890801824755474;0.00070356253213961603;0.00035844615759192519;0.00057323476828568154;0.0005109436174418183;0.00044859001566543673;0.00041519593516669613,0.07966459984891117
mixed_gate_chain,precision_orthogonal,12,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,44,36,0.55,7,2.8842479805500467,0.10184221891472107,2.7824057616353257,0.0004587399137893094,0.00038089234679122353;0.0004506769560138221;0.00060530895283459111;0.0002516505308958535;0.00051842772377544606;0.00034494322889605479;0.00067816046816431507;0.00062698232709487516;0.00045578609495639368;0.00088975458246893754;0.00052279456665211795;0.00036794860325637811;0.00040756574962064879;0.00068512407719181041;0.00035545061365560863;0.00034017715328310137;0.00029501741202618879;0.00045921296799772301;0.0004208123243207518;0.00029881923860467462;0.00041513352248220343;0.00048398288813396111;0.00054854078822634089;0.00064389164108517979;0.00037941743598231221;0.00029139168812619887;0.0006210857320229601;0.00029526718349360295;0.00028313426984092021;0.00049258398889614433;0.0003952344240590471;0.00047450776040851354,0.07012960012070835
mixed_gate_chain,precision_orthogonal,13,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,47,33,0.5875,6,2.6091921911832054,0.1140080782370056,2.4951841129462,0.0004799512298557172,0.00053556755737088851;0.00051950451965755966;0.00071437619898512565;0.00049427292771456969;0.00040975358308559088;0.00051628333727436922;0.00046563905034914343;0.00033813829504405118;0.00055245355882855196;0.0006406170546322331;0.00057235058678934054;0.00066460853920410131;0.00031956224682584152;0.00035181128115758408;0.00061784767605946745;0.00062984837587593239;0.00043023901205424141;0.0004054102508008228;0.000439447148988778;0.00041302461346296414;0.00029351312910880028;0.00031680570306451793;0.00038705920874588574;0.00056618780702605265;0.0004189751863410849;0.00044552738041460035;0.00047716734384228621;0.00042812015611588697;0.00049596179536046461;0.00039366283304574884;0.00050070063444149421;0.00060400236371496913,0.0743027999997139
mixed_gate_chain,precision_orthogonal,14,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,49,31,0.6125,6,0.9838767162366336,-0.017582485374719917,1.0014592016113535,0.0004960065547736742,0.00053416398287460976;0.00088714535141849759;0.00033673677351349633;0.00039894526027038852;0.00080269783631009995;0.00064147907615237513;0.00054244804385569323;0.00043643479539271608;0.00043857934356920822;0.00065680616589196945;0.00038413901985085152;0.00041210809070647044;0.00051794555238132472;0.00054870048933407917;0.00035653752222375467;0.00058039860421157691;0.00043235346364609294;0.00041288987082751811;0.00044795843504309561;0.00034461034984069772;0.00069665400989516856;0.00044625316461980143;0.00074105949569216122;0.00033252072286224423;0.00038646507121562032;0.00029698808437768814;0.00029532862656611217;0.00057928141397805687;0.00041379920246603191;0.00070212159138566472;0.00038236857584848414;0.00048629176653602148,0.07447230000980198
mixed_gate_chain,precision_orthogonal,15,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,37,43,0.4625,6,1.5621978123839737,0.01060727789601995,1.5515905344879537,0.0004993098371433955,0.000360958977376179;0.00043543723300960667;0.0008610626012517899;0.00038229373487082025;0.00061401427759946584;0.00040476946848361049;0.00046791581374566304;0.00033975390801712404;0.00053700811615113239;0.00078035628784045889;0.00032407549905226897;0.00038404788044161609;0.00034840145479555129;0.00037985010206335065;0.00084209236462321261;0.00034540674558071683;0.00046657319068093124;0.00064914085418487993;0.00068760461833677054;0.00071385722176340737;0.00054512721571243756;0.00062398387151047614;0.00036985176605244699;0.00069301232593451572;0.00048980201235749752;0.00059185082330975641;0.00032056340604982392;0.00029319139845655648;0.00045609364284879142;0.00039820876602640349;0.00050548991992289125;0.00036611929053850464,0.07728530000895262
mixed_gate_chain,precision_orthogonal,16,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,51,29,0.6375,6,2.617103187540195,0.13637319420306812,2.480729993337127,0.0005276694419689063,0.00054038248984497638;0.00041050726169223852;0.0002938164079268284;0.00030051055561908192;0.00069193374373250607;0.00033411705381999424;0.00031447261952928182;0.00064424322859298728;0.00074504649877519787;0.00046879066078481073;0.00056923074382776143;0.0005582338486339784;0.00037524694124606788;0.00063639076561353462;0.00089555582771314707;0.00051279966098267634;0.00043648330356233872;0.00074604746932850857;0.00036388838483623274;0.00063638071131603632;0.00065197781834539187;0.00043274333378682194;0.00054806945410267624;0.00047929514351543318;0.00052654092658336942;0.00061955372551510579;0.00059350205003123402;0.00033059485605222111;0.00031626811809675343;0.00045882852718431751;0.00061553275214142056;0.00083843726027206869,0.07340470002964139
mixed_gate_chain,precision_orthogonal,17,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,39,41,0.4875,6,1.7795638070623867,0.017836050406397963,1.7617277566559888,0.0005098161107715969,0.00047987121958362736;0.00050272515755871736;0.00046383671427722436;0.00036102598319017571;0.00058525870429224796;0.00057311439327569944;0.00038682793980598565;0.00043379263925899872;0.00057013122181239547;0.00066515762420501763;0.00033150522311842191;0.00054882841730548141;0.00047363064351111013;0.00044341102957316889;0.00057582801245321372;0.00063488899186894853;0.00065280458719265007;0.00052161733281381648;0.00044028426381259876;0.00043674441798491955;0.00053451012374887419;0.00058042476702094888;0.0005141261562983954;0.00043457956905764621;0.00050978614463014621;0.00037695915582209222;0.0005328287287237382;0.00063398495282668266;0.00040189887955757356;0.00042355280756695368;0.0005072480557744318;0.00078293168676919973,0.07449899986386299
mixed_gate_chain,precision_orthogonal,18,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,44,36,0.55,6,3.3058734749628766,0.01006992270632668,3.29580355225655,0.0005371925461058814,0.00037999181747770374;0.00039186342123348922;0.0006276024813366152;0.00054853512975782922;0.00065611935804217028;0.00047890631133763772;0.00036461301410704682;0.00060825465232854309;0.00057835346827352508;0.00061781553611443244;0.00040572019072445065;0.0004911066380393368;0.00081534696750321426;0.0008519236341036977;0.0004632000963953427;0.00048554073428867995;0.00038495655884738172;0.00042372846532213716;0.00053930679714870623;0.0006301803211589196;0.00040768812686625775;0.00047523110938977442;0.0005165274214114561;0.00034728561900472402;0.00064760012156489749;0.00084776636613657691;0.00035816225588188315;0.00043016453432674878;0.00086031463120866015;0.00063337642284804754;0.0004911865948105487;0.00043179267839776983,0.06865959987044334
mixed_gate_chain,precision_orthogonal,19,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,43,37,0.5375,7,1.7097350855223346,0.024267292366490303,1.6854677931558442,0.00047659847786189345,0.00093518530633230268;0.00042833374661908506;0.00032182245903419855;0.00032140700864858912;0.00050900471805460186;0.0003644244464183918;0.0003309910968253883;0.00052190757004701366;0.00050667338711047239;0.00047293718246788037;0.00024418852498174335;0.00039109140785621483;0.00062416283105082467;0.0004348474074775236;0.00046274143577680919;0.0005844291676790174;0.00039106199250145478;0.00032463652560810283;0.00043901763033263915;0.00054262349187165831;0.00027072773633577036;0.0006246740490066506;0.00034811594509460568;0.00059675436320268983;0.0005279529956550927;0.00040832109539298898;0.00056221243593021562;0.0005830074458327059;0.0002604995759886033;0.00042715708538481489;0.00078208955025072099;0.0007081516768118202,0.07356910011731088
mixed_gate_chain,precision_orthogonal,20,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,40,40,0.5,7,1.356220399082084,0.026664981201572627,1.3295554178805113,0.0004969611599303697,0.00034731594041320635;0.00054044945596139855;0.00052018327309652436;0.00063523609339027009;0.00050140713351802492;0.00071059686809105409;0.00031601660592037151;0.00052300305195909921;0.00063769035542415766;0.00052752303705738256;0.00063346500359616627;0.00046848698087661891;0.00030827194793750301;0.00029977411168889722;0.00064645632587227665;0.00027320563805655057;0.00036842563086688436;0.00045502949551327025;0.00028653313011982296;0.00040220354527350122;0.00059202049388698964;0.00077168184401223681;0.00044609536260124127;0.00074007128138533509;0.00040817395790705826;0.00042508987434902365;0.00054550426792220475;0.00059520513107637622;0.00034408350477894349;0.00057394419213370939;0.00051697341361227778;0.00054264016947345084,0.07337310002185404
mixed_gate_chain,precision_orthogonal,21,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,32,48,0.4,6,2.8589127055143195,0.07170132658822381,2.787211378926096,0.0005365668957666853,0.00044675371883131948;0.00057560614299653095;0.0009242440026121032;0.00050288309494969001;0.00038792212501873957;0.00046892200884711031;0.00055221433771381328;0.00072537515394349825;0.0003322357818607515;0.00086936717853099989;0.0003536812471824517;0.00074601567211148847;0.00058063035475013102;0.0006732134694587235;0.00051171716650889984;0.00050773269934286411;0.0005099974878790864;0.00071568524651209674;0.00059482837079939265;0.00041425250153157359;0.00037542846172636593;0.00056429779599828514;0.00074086752396013199;0.00039368749553338271;0.00037959963986415932;0.00044912142331848879;0.00048561478664778374;0.00048346966710809233;0.00033744102301130246;0.0004141412580134765;0.00053887118508820487;0.00061432264288299092,0.07482939981855452
mixed_gate_chain,precision_orthogonal,22,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,40,40,0.5,7,2.2394890651310635,0.0551310919059042,2.1843579732251595,0.0004532827374907769,0.00036705768080520697;0.00028599246391718369;0.00025016731396783744;0.00029700827947431367;0.00056209944614781003;0.00038922574401143416;0.00049856419486986108;0.00079046616577909594;0.00059667375280334097;0.00045279682143818765;0.00038832804378729406;0.00039565053682807472;0.00065207509838821425;0.00027998755032316322;0.00074071878677900525;0.00042388753676591103;0.0004753825983231304;0.00059212697328495524;0.00043491513629398979;0.00044723340730719676;0.00031255808773788374;0.00049077948437287774;0.00033208742408142564;0.00044264081728942088;0.00040709982400624411;0.00042396614158936058;0.00024473294944946447;0.00059930590995560691;0.00034051448249434926;0.00060810894054957073;0.00038159679638799933;0.00060129921049545203,0.07637100014835596
mixed_gate_chain,precision_orthogonal,23,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,48,32,0.6,6,2.1189885995280804,0.013392937109669259,2.1055956624184113,0.000548417770077852,0.00054600780071029152;0.00051143779335774159;0.0011753802133878748;0.00041528115317068727;0.00046754411357001626;0.00074575862104122985;0.00041688387687637365;0.0007234638065282302;0.00051279920555195391;0.00079680184926509139;0.00045513226493739648;0.00070667821582206104;0.00052914919489627991;0.00072465160023572309;0.00037216316898603768;0.00062506832166687402;0.00083293751218742839;0.00065810243712314403;0.00042356125280552606;0.00030881822374552058;0.00064337787790120908;0.00057302146420767865;0.0004027375604069187;0.00039413509289245257;0.00060810136053997558;0.00026472289854514042;0.00043154921351852744;0.00067941088481799131;0.00042160138342670458;0.00036366358059523966;0.00052545863849754208;0.00029396806127640271,0.06944249989464879
mixed_gate_chain,precision_orthogonal,24,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,43,37,0.5375,6,0.8726870289987696,0.002460975574819396,0.8702260534239502,0.0005460592229918356,0.00065183526018495314;0.00052470124810327363;0.00038193014300682415;0.00075412450531516103;0.00045399177586186694;0.00081945748588652947;0.00071040841003646631;0.00040821416654244927;0.00036149114363624697;0.00056147048269047104;0.00076764873933657407;0.00056404576319291566;0.00066908613474779945;0.00058831450768889835;0.00045720756130368875;0.000559300573582337;0.00050099347978962657;0.00045340565398725063;0.00055952156810538793;0.00047648621948409472;0.00057266355063588536;0.00031700490487230612;0.00058157817156581084;0.00034703270290484327;0.00055965491897670943;0.0004698594561721054;0.000967769456323826;0.00026497891200771769;0.00028217548010439668;0.00071827473926406595;0.00050900524377176057;0.00066026277665649725,0.07776840007863939
mixed_gate_chain,precision_orthogonal,25,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,45,35,0.5625,6,1.202167569953301,0.05747732732718591,1.144690242626115,0.0005263489549797024,0.00028756709280326482;0.00071076130277197109;0.00060264665979842908;0.00066420662879614696;0.00030445956438246235;0.00057026926185400732;0.00077474871477103534;0.00047546057904846779;0.00062966026143439495;0.00072619464057605302;0.00059614432117870533;0.00054283929273402868;0.00062425607573190741;0.00052168341725768413;0.0004337147824964907;0.00049587930823049838;0.00041190691223253622;0.00049993744814085406;0.00089866134437451765;0.00031363754249573591;0.00037553699543264857;0.00038734583849678853;0.00036483847190585557;0.00045689595633624069;0.00040711911431955887;0.00044419115523081348;0.00051580642953027794;0.00053870274473869005;0.00039151544866709831;0.00049038113264036659;0.00069575562931251372;0.00069044249163043372,0.07345549995079637
mixed_gate_chain,precision_orthogonal,26,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,42,38,0.525,6,3.3239949238966204,0.001424279000292298,3.322570644896328,0.0005092450302023638,0.00064953517973833047;0.00052292676110029255;0.00036251095420393144;0.00051334093721193028;0.00028562833643298413;0.00055871303114758003;0.00048430986429357881;0.00036417527294447112;0.00047345621863094682;0.00044657760649023545;0.00057882882880089931;0.00050465306789910852;0.00065066048949111209;0.00061158168649835126;0.00058349854375155767;0.00037808045055115589;0.00050119963519431774;0.00065442690547339597;0.00061230090656237777;0.00029819070067000351;0.00068322284659868182;0.00042577930938414535;0.00027648379313730307;0.00044393867457596692;0.00065701069308858465;0.00039051235582800327;0.00063467633875995415;0.00038003638600557092;0.00061715761442987375;0.00093491200446492115;0.00055990296177511542;0.00025761261134096017,0.07293030014261603
mixed_gate_chain,precision_orthogonal,27,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,49,31,0.6125,6,1.4627211465844978,0.07035703774900313,1.3923641088354948,0.0004526287153563559,0.0005707221670574361;0.00056244421866110739;0.00050979782374192242;0.00062065010801431412;0.0002403453230763532;0.00036690787113332523;0.00054251522285633813;0.00037383178943535067;0.00057304415480899135;0.00037166991758882316;0.00058826553794551998;0.00044311181793699997;0.00025580561820852903;0.00036752546563444219;0.00032166282721174616;0.00043059654131307666;0.00049804101719945232;0.00062483570573136768;0.00035729290510638849;0.00058899576660936283;0.0003244141265858982;0.00035791988046809535;0.00028148593760804751;0.00064772168478232316;0.00031889719377368585;0.00041471127526786325;0.00034710558346712103;0.00056403795989955912;0.00064633139536921663;0.00061430031732780674;0.00039216267080087821;0.00036696906678204938,0.06850709998980165
mixed_gate_chain,precision_orthogonal,28,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,39,41,0.4875,7,1.8496809920440203,0.03712640200257475,1.8125545900414455,0.000553020185841124,0.00034134744263554962;0.00066836715981285577;0.00063808206668371692;0.00063246871777384878;0.00032818548620094229;0.00080052899054108796;0.00053391061514857733;0.000607535381652068;0.00027914404265417332;0.00030885589237471728;0.000558627864763557;0.00058473800832112234;0.0007819109384366136;0.00049570555038889802;0.00086358982814639575;0.00033092605721660466;0.00055617184376277498;0.00053327054553641506;0.00071981124245336999;0.0004183439007825042;0.00052095396823724168;0.00057255075318644747;0.00083660486029797794;0.0002778684698646381;0.00058382682551406744;0.0005810155116722787;0.00041158521812800742;0.00053305022887204542;0.00048429263912318893;0.0005634719868360383;0.00064321630583893778;0.00070668760405930779,0.07507449993863702
mixed_gate_chain,precision_orthogonal,29,80,chain,quadratic_plus_linear_gate,12,17,0.25,8.0,32.0,0.02,32,50,30,0.625,7,2.543028976658902,0.006487715250078787,2.536541261408823,0.0004943464922860193,0.00058140375464788246;0.00047144846452166394;0.00047154750712489059;0.00027013097068431579;0.00070210816193158132;0.00030564992060606286;0.00037924975424468197;0.00073795687404929736;0.00088036257494874767;0.00027591619663951274;0.00046405375729600468;0.00049533916569803604;0.0002811615612636099;0.00037465622920590487;0.00041185694878287144;0.00058992224650144533;0.00029685855741056974;0.00067141413576602056;0.00097060348977532176;0.00030857629508360189;0.00032856789679916373;0.00074034882754833514;0.00054777261535654586;0.00052783716972935489;0.00051917234192786204;0.00048964749001286932;0.00036438621327967915;0.00034254055658452306;0.00056245394868607466;0.00026598747203614853;0.00032143957033076371;0.00086871708467927593,0.08818889991380274
quadratic_star,isotropic,0,80,star,quadratic,12,11,0.2,12.0,60.0,0.02,32,33,47,0.4125,8,3.4544280774494487,0.06711960898716288,3.387308468462286,0.0016481090240178164,0.0023601725041964392;0.00092797268940232245;0.0015312836655627879;0.001138509604147765;0.00066633909537881536;0.001968835375302467;0.0007038929912651815;0.00072303770552312695;0.002502054326137692;0.0021903047743436319;0.0010474579308751447;0.0022946736293571858;0.0019065074687589171;0.00096670729093696779;0.0012042908901839266;0.0030091211337178654;0.0022797102622249994;0.0015034804100434599;0.0031271692675925674;0.0012263443617388081;0.0015151769046223989;0.0012063686315344671;0.0013246641326991042;0.0018720354544670417;0.0016215948580734084;0.0016484691076633251;0.002036420561000138;0.0013029541959199758;0.0016655306228281913;0.0017814687518930615;0.0019637975565557314;0.0015231426146232136,0.04773889994248748
quadratic_star,isotropic,1,80,star,quadratic,12,11,0.2,12.0,60.0,0.02,32,33,47,0.4125,9,3.166793275111883,0.042886699545083444,3.1239065755667994,0.0014598850913710192,0.0016294415790984434;0.00078005601554387402;0.00095936242270107397;0.00041421509202535999;0.0019124362837944376;0.0004475074091879654;0.00086096063343826096;0.0011131263408246325;0.00065145572924187609;0.0033457350272238073;0.0014127810873309817;0.001495392868235326;0.0013097400110305469;0.0014193927101228126;0.00073567622895135798;0.0019830419774236117;0.0018591506784463342;0.0023147130621135143;0.0010445876306248629;0.0016282402020737416;0.0014481287703713992;0.002222157673136718;0.0018261712917607663;0.0015022862150536997;0.0012009137599348679;0.0010343343847123833;0.0012264952207161805;0.0018829212820597309;0.002128351577116968;0.0017520944723787752;0.0023342568442502923;0.00084119844294801218,0.053938499884679914
